name,rating,position,version,price,skills,weak_foot,work_rate,pace,shooting,passing,dribbling,defending,physicality,height,base_stats,in_game_stats
Erhun Oztumer,67,"CAM,CM",non-rare,300,4,3,H \ M,73,64,65,74,30,50,"160cm | 5'3""",0,356
Max O'Leary,67,GK,non-rare,800,1,3,M \ M,71,65,64,72,42,65,"185cm | 6'1""",0,379
Hugo Novoa,66,"ST,CF",Normal,10K,3,3,M \ L,73,66,47,70,22,45,"182cm | 6'0""",5,323
Kik Pierie,66,CB,Normal,3.5K,2,3,M \ M,59,45,66,65,67,64,"183cm | 6'0""",0,366
Michael Langer,66,GK,Normal,300,1,2,M \ M,64,65,60,66,31,67,"195cm | 6'5""",7,353
Alexander Walke,66,GK,Normal,300,1,3,M \ M,62,67,69,63,32,72,"189cm | 6'2""",0,365
Dean Lewington,66,CB,Normal,300,2,3,H \ M,32,38,65,59,66,76,"183cm | 6'0""",2,336
Espen Ruud,66,"RB,RWB",Normal,350,2,3,H \ M,53,64,70,65,63,71,"182cm | 6'0""",3,386
Richard Stearman,66,CB,Normal,300,2,2,M \ M,33,34,46,44,67,63,"191cm | 6'3""",-1,287
Richard Wood,66,CB,Normal,300,2,3,M \ H,31,35,46,43,66,69,"191cm | 6'3""",2,290
Lin Gao,66,"ST,CF,LW",Normal,300,3,4,H \ H,65,65,64,65,49,75,"185cm | 6'1""",2,383
Michael McGovern,66,GK,Normal,300,1,3,M \ M,68,64,64,67,32,66,"191cm | 6'3""",1,361
Cameron Jerome,66,"ST,CF",Normal,500,3,2,M \ M,58,67,51,63,44,71,"185cm | 6'1""",7,354
Kieran Lee,66,"CM,CDM,CAM",Normal,300,3,2,M \ M,50,59,66,66,63,64,"178cm | 5'10""",4,368
Simone Aresti,66,GK,Normal,300,1,2,M \ M,64,63,60,65,37,69,"187cm | 6'2""",1,358
İlhan Parlak,66,"ST,LM,CF",Normal,300,2,3,M \ L,59,67,64,64,27,57,"181cm | 5'11""",1,338
Jonathan Bornstein,66,"LB,CB,LWB,LM",Normal,1.3K,3,3,L \ M,51,54,63,65,68,65,"175cm | 5'9""",-1,366
Nelson Cabrera,66,"CB,RB",Libertadores,900,2,3,M \ M,46,40,51,48,66,63,"191cm | 6'3""",1,314
Per Karlsson,66,CB,Normal,600,2,3,L \ H,52,36,45,48,66,72,"184cm | 6'0""",1,319
Mattias Bjärsmyr,66,CB,Normal,2.5K,2,2,M \ M,43,34,44,46,68,65,"186cm | 6'1""",1,300
Ruben Yttergård Jenssen,66,"CM,CDM",Normal,250,3,2,M \ H,63,59,66,65,61,75,"173cm | 5'8""",1,389
Adrián Gabbarini,66,GK,Sudamericana,850,1,2,M \ M,63,65,64,67,45,67,"186cm | 6'1""",3,371
Hakan Özmert,66,"CM,CDM",Normal,750,3,3,M \ H,37,65,71,66,64,60,"178cm | 5'10""",1,363
Alex Pearce,66,CB,Normal,500,2,2,L \ H,33,26,44,43,66,72,"188cm | 6'2""",2,284
Matthew Špiranović,66,CB,Normal,650,2,4,L \ H,52,24,51,37,68,70,"188cm | 6'2""",2,302
Oliver Bozanic,66,CM,Normal,300,2,3,H \ M,65,63,67,67,65,75,"179cm | 5'10""",2,402
Chengdong Zhang,66,"CB,RB",Normal,350,2,3,M \ H,60,66,65,68,63,79,"185cm | 6'1""",0,401
Hanchao Yu,66,"LM,RM,LW",Normal,300,3,4,H \ M,73,61,64,68,40,59,"179cm | 5'10""",0,365
James Henry,66,"CM,RW",Normal,300,3,3,H \ H,63,65,67,68,57,63,"182cm | 6'0""",1,383
Johannes van den Bergh,66,"LWB,LB,LM",Normal,800,2,2,M \ M,67,39,59,58,65,65,"183cm | 6'0""",1,353
Jens Grahl,66,GK,Normal,300,1,2,M \ M,70,60,58,70,44,63,"192cm | 6'4""",4,365
Graham Burke,66,"RW,RM,ST,LW",Normal,500,3,4,H \ M,61,67,64,68,26,59,"175cm | 5'9""",1,345
François,66,"RWB,RB,RM",Normal,300,3,4,H \ M,65,57,62,67,64,65,"174cm | 5'9""",0,380
Joachim Thomassen,66,"LB,LWB",Normal,300,2,4,M \ M,72,50,60,62,61,71,"180cm | 5'11""",2,376
Funso Ojo,66,"CDM,RB,CM",Normal,300,3,3,L \ M,67,60,65,69,61,69,"177cm | 5'10""",1,391
Yo Han Go,66,"CM,RM,ST",Normal,300,3,3,H \ H,76,59,64,67,62,71,"170cm | 5'7""",1,399
Gary Madine,66,"ST,CF",Normal,300,2,3,M \ L,47,67,53,61,32,79,"192cm | 6'4""",2,339
Kwang Hoon Shin,66,"CDM,RB",Normal,300,2,3,M \ H,69,50,62,61,63,70,"178cm | 5'10""",-1,375
Adil Auassar,66,"CB,CDM",Normal,650,2,3,M \ M,31,62,62,58,64,78,"186cm | 6'1""",0,355
Ched Evans,66,"ST,CF",Normal,250,2,3,H \ M,51,67,57,62,40,78,"183cm | 6'0""",0,355
Josh Magennis,66,"ST,CF",Normal,350,2,3,H \ M,56,65,57,61,50,83,"188cm | 6'2""",1,372
Cao Gu,66,CB,Normal,300,2,2,M \ H,70,40,46,58,66,75,"183cm | 6'0""",0,355
Aziz Bouhaddouz,66,"ST,CF",Normal,300,3,4,M \ M,59,66,55,63,23,75,"188cm | 6'2""",0,341
Christian Klem,66,"LB,LWB",Normal,300,2,2,H \ H,75,45,62,64,61,58,"172cm | 5'8""",0,365
Mickaël Facchinetti,66,"LWB,LB,LM",Normal,300,2,3,M \ M,69,54,57,60,62,67,"184cm | 6'0""",1,369
Tunay Torun,66,"RM,LM,CAM,RW",Normal,300,3,4,M \ M,67,62,66,70,43,55,"176cm | 5'9""",0,363
Dylan Gissi,66,CB,Sudamericana,850,2,3,L \ M,34,46,58,55,64,78,"192cm | 6'4""",1,335
Dejan Sorgić,66,"ST,CF",Normal,300,3,3,H \ H,55,68,61,68,40,67,"177cm | 5'10""",0,359
Zargo Touré,66,CB,Normal,300,2,3,M \ M,53,29,47,55,63,75,"183cm | 6'0""",1,322
John Brayford,66,"CB,RB",Normal,300,2,3,H \ M,51,45,60,62,65,71,"173cm | 5'8""",2,354
Marco Terrazzino,66,"CAM,RM",Normal,300,4,2,H \ L,61,59,66,69,34,55,"177cm | 5'10""",1,344
Mike Frantz,66,"CM,CB,CDM",Normal,300,2,3,M \ M,53,60,67,67,62,70,"182cm | 6'0""",2,379
Etzaz Hussain,66,CDM,Normal,2K,4,3,M \ M,55,62,65,68,59,65,"176cm | 5'9""",5,374
Chi Zhang,66,"RB,RWB,RM",Normal,300,2,4,M \ H,68,54,60,59,64,70,"182cm | 6'0""",0,375
Erik Friberg,66,"CM,CDM",Normal,750,2,4,M \ H,38,57,70,62,58,68,"180cm | 5'11""",0,353
Danny Mayor,66,CM,Normal,300,4,3,H \ L,63,63,66,70,49,67,"183cm | 6'0""",1,378
Anthony Gonçalves,66,"CM,RWB",Normal,350,2,4,M \ H,46,51,65,64,61,81,"179cm | 5'10""",4,368
Benjamin Jeannot,66,"ST,CF,RW",Normal,300,3,3,M \ L,58,67,57,66,29,59,"183cm | 6'0""",0,336
Markus Pink,66,"ST,CF",Normal,300,2,3,M \ L,50,66,53,59,27,76,"188cm | 6'2""",3,331
Pascal Schürpf,66,"LM,ST,LW",Normal,350,2,2,M \ H,66,68,64,60,61,74,"190cm | 6'3""",2,393
David Blacha,66,"CM,CDM",Normal,300,3,4,M \ M,62,58,67,70,59,65,"174cm | 5'9""",1,381
Jack Hunt,66,"RWB,RB",Normal,300,3,2,H \ M,69,41,60,64,61,66,"175cm | 5'9""",-1,361
Michael Jacobs,66,"LM,LW",Normal,300,3,3,M \ M,67,63,66,68,48,58,"175cm | 5'9""",1,370
Alper Uludağ,66,"LB,LWB",Normal,300,3,3,M \ M,71,61,61,66,63,67,"180cm | 5'11""",1,389
Jakob Ahlmann,66,"LB,LWB,LM",Normal,300,3,2,H \ M,63,48,62,64,63,67,"179cm | 5'10""",2,367
Tom Flanagan,66,CB,Normal,300,2,3,M \ M,43,34,52,57,65,77,"188cm | 6'2""",0,328
Daniel Jiménez López,66,GK,Normal,200,1,3,M \ M,66,64,61,69,50,64,"179cm | 5'10""",-1,374
David Davis,66,"CDM,CM",Normal,550,2,3,M \ H,66,60,62,64,62,77,"177cm | 5'10""",0,391
Jayden Stockley,66,"ST,CF",Normal,400,2,2,H \ H,55,65,45,59,34,81,"191cm | 6'3""",-1,339
Lars Vilsvik,66,"RB,RWB",Normal,300,3,4,H \ M,67,58,63,64,62,70,"180cm | 5'11""",1,384
Ivo Pinto,66,"RB,RWB,CB,LB",Normal,950,3,3,H \ M,75,46,59,63,62,69,"182cm | 6'0""",2,374
Mike Cestor,66,CB,Normal,400,2,3,M \ M,77,25,46,50,64,76,"183cm | 6'0""",2,338
Tom Eaves,66,"ST,CF",Normal,350,2,4,H \ H,53,66,47,60,37,80,"191cm | 6'3""",0,343
Steven Beitashour,66,"RB,RWB",Normal,300,3,3,M \ M,64,51,66,66,63,67,"178cm | 5'10""",3,377
Liam Palmer,66,"CB,RWB",Normal,350,2,3,H \ M,77,58,63,63,64,77,"183cm | 6'0""",2,402
Xavier Kouassi,66,CB,Normal,300,3,2,M \ M,60,51,61,64,65,75,"174cm | 5'9""",0,376
Bjørn Paulsen,66,CB,Normal,300,2,3,H \ M,50,58,54,54,65,79,"191cm | 6'3""",6,360
Joe Shaughnessy,66,CB,Normal,600,2,4,M \ H,68,26,48,55,66,72,"183cm | 6'0""",1,335
Fredrik Oldrup Jensen,66,CDM,Normal,300,2,3,M \ M,51,50,63,61,63,67,"186cm | 6'1""",1,355
Andy Halliday,66,"LWB,LB,CM",Normal,300,2,3,M \ M,67,60,61,64,62,72,"173cm | 5'8""",5,386
Alexander Gorgon,66,"CAM,RM",Normal,300,3,3,H \ M,70,66,66,66,52,61,"185cm | 6'1""",0,381
Manfred Gollner,66,"CB,LB",Normal,300,2,3,M \ M,51,23,42,54,67,75,"185cm | 6'1""",1,312
Juan Aguilar,66,"CDM,CM",Sudamericana,850,2,3,M \ M,59,46,55,52,62,69,"177cm | 5'10""",2,343
Mathieu Gorgelin,66,GK,Normal,300,1,2,M \ M,65,64,67,66,47,66,"187cm | 6'2""",0,375
Kamil Drygas,66,"CM,CDM",Normal,7K,3,3,H \ H,59,64,66,65,65,73,"184cm | 6'0""",1,392
Johan Kappelhof,66,"CB,RB",Normal,700,2,3,M \ M,61,38,57,61,66,69,"180cm | 5'11""",0,352
Marcelo Silva,66,CB,Normal,350,2,3,M \ M,32,38,52,53,63,80,"185cm | 6'1""",0,318
Billy Bodin,66,"RW,RM",Normal,300,3,4,M \ M,73,64,63,69,47,56,"180cm | 5'11""",2,372
Vitus Eicher,66,GK,Normal,350,1,2,M \ M,66,65,60,68,45,66,"191cm | 6'3""",1,370
Yong Lee,66,"RB,RWB,CB",Normal,550,2,3,M \ H,68,52,63,62,63,69,"180cm | 5'11""",0,377
Johan Hammar,66,CB,Normal,350,2,3,M \ M,34,38,46,42,66,71,"197cm | 6'6""",0,297
Clark Robertson,66,CB,Normal,300,2,2,M \ H,57,29,51,57,66,71,"188cm | 6'2""",2,331
Denis Thomalla,66,"CF,CAM,ST",Normal,300,2,3,M \ M,69,65,62,65,32,67,"186cm | 6'1""",1,360
Michał Szromnik,66,GK,Normal,300,1,3,M \ M,67,62,64,73,48,64,"190cm | 6'3""",0,378
Bartosz Kopacz,66,"RB,RWB,CB",Normal,300,2,3,M \ M,65,37,52,51,65,76,"188cm | 6'2""",1,346
George Moncur,66,"CAM,CM,LM",Normal,300,3,3,M \ L,65,63,66,67,47,56,"176cm | 5'9""",-2,364
Steven Zellner,66,CB,Normal,350,2,4,M \ M,85,50,59,62,64,75,"185cm | 6'1""",10,395
Zac MacMath,66,GK,Normal,300,1,2,M \ M,66,65,70,67,37,64,"188cm | 6'2""",1,369
Alexander Søderlund,66,"ST,CF",Normal,300,2,4,M \ M,53,67,56,62,39,75,"187cm | 6'2""",2,352
Roberto Lopes,66,CB,Normal,300,2,2,M \ H,50,29,46,51,66,73,"186cm | 6'1""",1,315
Stephen McLaughlin,66,"LB,LWB",Normal,600,3,3,H \ H,75,61,62,64,59,67,"175cm | 5'9""",1,388
Zarek Valentin,66,"RB,RWB",Normal,500,3,4,H \ H,67,45,60,63,64,69,"183cm | 6'0""",2,368
Will Bruin,66,"ST,CF",Normal,700,2,3,H \ M,54,66,56,61,36,76,"188cm | 6'2""",1,349
Hai Yu,66,"CB,LB",Normal,400,3,2,H \ M,70,57,65,68,65,68,"183cm | 6'0""",2,393
Jack Bonham,66,GK,Normal,950,1,3,M \ M,67,64,68,66,43,67,"193cm | 6'4""",0,375
Jordan Cousins,66,CDM,Normal,300,3,3,L \ H,69,49,58,66,61,72,"177cm | 5'10""",2,375
Riku Riski,66,"RW,RM,LW",Normal,900,3,3,M \ M,76,63,61,68,45,58,"175cm | 5'9""",4,371
George Long,66,GK,Normal,300,1,3,M \ M,67,67,66,68,31,66,"193cm | 6'4""",-2,365
Dimitri Petratos,66,"CAM,LM,ST",Normal,300,3,4,M \ L,68,65,65,68,47,71,"176cm | 5'9""",2,384
Hector Jimenez,66,"RB,RWB,LB",Normal,300,3,4,M \ M,66,60,64,66,64,65,"175cm | 5'9""",0,385
Bobby Wood,66,"ST,CF",Normal,1K,3,3,M \ M,75,67,57,66,27,67,"180cm | 5'11""",1,359
Christopher Wernitznig,66,"CM,RB,LM",Normal,300,3,4,H \ M,67,67,65,68,59,68,"179cm | 5'10""",-2,394
Daryl Horgan,66,CAM,Normal,2.3K,4,3,M \ M,82,59,64,69,33,58,"170cm | 5'7""",1,365
Moo Yeol Ko,66,"ST,CF,LW",Normal,0,3,4,H \ L,71,65,58,66,31,64,"185cm | 6'1""",0,355
Cornel Râpă,66,"RWB,RB,CB,RM",Normal,300,2,3,H \ M,73,49,58,58,60,71,"180cm | 5'11""",0,369
Chris Forrester,66,CM,Normal,600,3,4,H \ M,66,62,65,69,60,67,"180cm | 5'11""",-2,389
Roope Riski,66,"ST,CF",Normal,350,3,4,H \ L,82,66,53,66,41,60,"180cm | 5'11""",1,368
David Mitov Nilsson,66,GK,Normal,300,1,2,M \ M,67,62,65,68,26,65,"191cm | 6'3""",-1,353
Il-Lok Yun,66,"LM,ST,LW",Normal,350,3,3,H \ M,76,59,61,67,46,64,"178cm | 5'10""",0,373
Josh Vela,66,CM,Normal,350,3,3,H \ H,62,59,64,65,62,82,"181cm | 5'11""",1,394
Scott Wootton,66,CB,Normal,300,2,3,M \ M,47,29,49,57,66,76,"188cm | 6'2""",1,324
Ben Halloran,66,"RM,RW",Normal,300,3,2,H \ L,82,60,60,66,38,63,"180cm | 5'11""",2,369
Kristoffer Løkberg,66,CM,Normal,300,3,4,H \ H,66,62,62,69,62,76,"174cm | 5'9""",1,397
Rafał Pietrzak,66,"LB,LWB",Normal,300,2,3,H \ M,68,57,60,66,62,66,"176cm | 5'9""",1,379
Nicky Devlin,66,"RB,RWB",Normal,550,2,3,H \ H,83,50,55,62,60,79,"183cm | 6'0""",1,389
Doke Schmidt,66,"RB,RWB",Normal,400,2,3,M \ M,58,50,58,60,66,73,"177cm | 5'10""",0,365
Paul Papp,66,"CB,RB",Normal,10K,2,3,M \ M,54,49,56,51,66,68,"188cm | 6'2""",1,344
Latovlevici,66,"LB,LWB,LM",Normal,7.6K,3,3,M \ M,64,63,66,65,66,64,"175cm | 5'9""",1,388
Phillipp Steinhart,66,"LB,CB,LWB,LM",Normal,300,2,3,H \ M,73,55,65,61,59,72,"181cm | 5'11""",1,385
Carl McHugh,66,"CDM,CB,CM",Normal,700,2,2,L \ H,53,47,59,63,64,80,"180cm | 5'11""",1,366
Gary Mackay-Steven,66,"LW,LM",Normal,300,4,3,H \ M,82,61,60,69,36,56,"175cm | 5'9""",6,364
Scott Fraser,66,CM,Normal,300,3,3,H \ M,69,62,64,67,55,63,"185cm | 6'1""",0,380
Jordan Archer,66,GK,Normal,300,1,2,M \ M,67,65,66,67,43,66,"191cm | 6'3""",2,374
Curtis Thompson,66,CM,Normal,300,2,3,M \ H,74,59,62,66,65,78,"178cm | 5'10""",0,404
Alex Gorrín,66,CDM,Normal,300,3,3,M \ H,47,45,59,62,64,69,"185cm | 6'1""",1,346
Cameron McGeehan,66,"CM,CDM,CAM",Normal,300,3,3,M \ M,65,63,63,66,61,71,"180cm | 5'11""",1,389
Kwang Min Ko,66,"LB,LWB",Normal,550,3,4,M \ M,77,58,61,64,59,52,"172cm | 5'8""",0,371
Hyun Kim,66,"ST,CF",Normal,300,2,4,H \ M,61,64,51,59,27,75,"190cm | 6'3""",0,337
Paul Digby,66,CDM,Normal,350,2,3,M \ H,47,52,61,57,63,80,"195cm | 6'5""",2,360
Pablo Iñiguez,66,"CB,CDM",Normal,300,2,3,M \ H,40,43,56,60,67,65,"184cm | 6'0""",0,331
Jason Holt,66,"CDM,CM",Normal,300,3,4,H \ H,75,59,61,67,61,59,"164cm | 5'5""",1,382
Alvino Volpi Neto,66,GK,Libertadores,2.6K,1,2,M \ M,66,63,75,59,49,71,"189cm | 6'2""",0,383
Mateusz Mak,66,"CAM,LM,ST",Normal,350,3,3,H \ M,83,64,61,69,44,52,"173cm | 5'8""",1,373
Simon Sandberg,66,"RB,RWB",Normal,950,2,3,H \ M,70,43,59,60,62,72,"186cm | 6'1""",2,366
Jon Guthrie,66,CB,Normal,350,2,3,M \ M,49,31,50,51,65,81,"193cm | 6'4""",3,327
David Henen,66,"LM,RM,LW",Normal,300,3,4,M \ M,78,66,58,67,26,64,"185cm | 6'1""",0,359
Nicolò Manfredini,66,GK,Normal,300,1,2,M \ M,69,64,63,68,45,63,"190cm | 6'3""",1,372
Filip Bednarek,66,GK,Normal,300,1,2,M \ M,64,64,65,69,44,64,"188cm | 6'2""",3,370
Fawaz Al Qarni,66,GK,Normal,650,1,3,M \ M,67,61,61,69,44,65,"183cm | 6'0""",2,367
Mustafa Malaeka,66,GK,Normal,350,1,4,M \ M,65,64,66,67,47,65,"185cm | 6'1""",0,374
Sebastian Nachreiner,66,CB,Normal,300,2,3,L \ M,44,23,40,36,68,68,"187cm | 6'2""",2,279
Dan Butler,66,"LWB,CB,LB",Normal,300,2,2,H \ H,73,44,57,62,61,73,"175cm | 5'9""",-1,370
Panagiotis Vlachodimos,66,"LM,LW",Normal,300,3,3,H \ M,75,59,61,66,34,60,"184cm | 6'0""",1,355
Blair Turgott,66,"ST,CF",Normal,300,3,3,H \ M,80,66,57,69,25,68,"183cm | 6'0""",2,365
Thomas Meißner,66,CB,Normal,300,2,3,L \ M,61,38,44,49,66,71,"191cm | 6'3""",1,329
Janoi Donacien,66,"CB,RB",Normal,350,2,3,H \ H,82,36,51,59,65,76,"183cm | 6'0""",9,369
Jakob Busk,66,GK,Normal,300,1,2,M \ M,67,60,63,68,44,63,"189cm | 6'2""",2,365
Patrick Weihrauch,66,"CM,CAM",Normal,300,3,3,M \ M,72,59,64,73,54,61,"181cm | 5'11""",1,383
Joe Rafferty,66,"RB,RWB",Normal,600,2,3,H \ M,66,38,59,61,64,72,"180cm | 5'11""",3,360
Michael Duffy,66,"LM,LW",Normal,600,4,4,M \ L,81,60,61,68,44,57,"179cm | 5'10""",1,371
Denis Linsmayer,66,"CDM,CM",Normal,300,2,3,M \ M,48,50,61,63,63,73,"181cm | 5'11""",2,358
Hendrick Zuck,66,"LB,LWB,LM",Normal,250,3,2,H \ M,74,51,64,68,58,58,"176cm | 5'9""",0,373
Niklas Lomb,66,GK,Normal,300,1,3,M \ M,68,58,64,70,38,63,"186cm | 6'1""",0,361
Matti Steinmann,66,"CM,CDM",Normal,4.3K,2,4,M \ M,48,56,62,64,64,75,"188cm | 6'2""",0,369
Frederik Holst,66,CM,Normal,1.2K,2,3,M \ M,82,55,65,67,62,69,"177cm | 5'10""",-1,400
Hassan Kadish,66,"LB,LWB",Normal,350,2,3,H \ M,72,41,59,61,62,75,"179cm | 5'10""",1,370
Desley Ubbink,66,"RM,LM,CAM,RW",Normal,300,3,4,H \ M,68,61,66,65,42,60,"180cm | 5'11""",1,362
Joe Ironside,66,"ST,CF",Normal,350,2,3,H \ L,71,65,51,62,41,81,"183cm | 6'0""",6,371
Declan John,66,"LWB,LB",Normal,350,3,2,M \ M,87,54,60,67,59,64,"178cm | 5'10""",2,391
Paul McGinn,66,"CB,RB",Normal,300,2,3,M \ H,69,53,58,61,65,73,"175cm | 5'9""",-1,379
Chang Hoon Kwon,66,"RW,RM",Normal,300,3,3,H \ M,66,64,65,70,49,55,"173cm | 5'8""",1,369
Michael Heylen,66,CB,Normal,300,2,3,M \ M,39,37,55,50,65,75,"187cm | 6'2""",-1,321
Mario Maloča,66,CB,Normal,300,2,3,M \ H,61,36,41,43,65,71,"189cm | 6'2""",0,317
Sebastián Rincón,66,"RM,RB,RW,ST",Normal,900,4,3,H \ L,75,65,58,68,57,62,"185cm | 6'1""",0,385
Felix Lohkemper,66,"ST,CF",Normal,300,3,3,M \ M,75,65,56,68,30,51,"179cm | 5'10""",3,345
Ramírez,66,"ST,CF",Libertadores,900,3,3,M \ M,69,68,61,68,37,68,"171cm | 5'7""",1,371
Josh Sheehan,66,"CM,CDM",Normal,350,3,3,M \ M,79,55,61,68,61,69,"172cm | 5'8""",1,393
René Klingenburg,66,"CDM,CAM,CF",Normal,350,3,4,M \ M,50,62,61,66,59,80,"190cm | 6'3""",1,378
Johann Obiang,66,"LWB,LB",Normal,300,3,2,H \ M,83,52,59,65,60,63,"170cm | 5'7""",-1,382
Sullay Kaikai,66,"LW,RWB,LM,CAM",Normal,600,3,3,H \ M,80,62,62,68,48,48,"182cm | 6'0""",3,368
Joel Castro Pereira,66,GK,Normal,300,1,2,M \ M,66,64,65,67,43,64,"188cm | 6'2""",4,369
Abdulfatah Aseri,66,"RM,CAM,RW",Normal,300,4,3,H \ M,78,61,60,74,28,45,"167cm | 5'6""",0,346
Lee Evans,66,"CM,CDM",Normal,300,2,4,M \ M,49,61,66,64,62,76,"186cm | 6'1""",2,378
Stefan Lex,66,"ST,RM,LM,CF",Normal,300,3,4,H \ L,81,64,59,69,29,64,"178cm | 5'10""",5,366
Aliou Coly,66,CB,Normal,350,2,2,L \ H,60,52,53,56,62,81,"186cm | 6'1""",3,364
Connor Pain,66,"LM,LW",Normal,300,2,3,M \ M,85,60,60,65,59,68,"175cm | 5'9""",4,397
Paweł Stolarski,66,"RB,RWB",Normal,350,2,3,M \ M,83,52,61,64,58,66,"181cm | 5'11""",1,384
Juan Cornejo,66,"CB,LB",Sudamericana,1.5K,2,2,M \ M,74,57,63,63,65,69,"175cm | 5'9""",1,391
Macauley Bonne,66,"ST,CF",Normal,650,2,5,H \ M,72,64,51,64,35,72,"180cm | 5'11""",2,358
Alec Kann,66,GK,Normal,300,1,3,M \ M,66,65,62,64,43,66,"193cm | 6'4""",0,366
Abdullah Madu,66,CB,Normal,350,2,3,L \ M,42,25,44,39,66,75,"186cm | 6'1""",1,291
Yordy Reyna,66,"ST,CF,RW,LW",Normal,450,3,2,H \ L,84,66,59,69,34,63,"169cm | 5'7""",2,375
Dairon Asprilla,66,"LM,RM,LW",Normal,300,3,3,H \ M,74,69,61,67,44,71,"180cm | 5'11""",1,386
Felipe Campos,66,"RB,RWB",Sudamericana,850,2,3,M \ M,72,44,60,61,61,74,"179cm | 5'10""",1,372
Viljar Vevatne,66,"CB,LB",Normal,300,2,3,M \ M,66,57,55,61,65,76,"183cm | 6'0""",1,380
Tomás Asta-Buruaga,66,"CB,RB",Libertadores,2.5K,2,2,M \ M,61,42,48,52,68,70,"186cm | 6'1""",-1,341
Jorge Pereyra Díaz,66,"CF,RM,ST",Normal,300,3,3,M \ M,76,59,61,69,50,65,"180cm | 5'11""",0,380
Gaëtan Karlen,66,"ST,CF",Normal,300,2,3,M \ M,68,65,59,64,41,71,"188cm | 6'2""",1,368
Aleksandar Boljević,66,"RM,RW",Normal,1.4K,3,5,H \ M,77,62,62,67,32,59,"185cm | 6'1""",-1,359
Radoslav Dimitrov,66,"RB,RWB",Normal,300,2,2,M \ M,70,44,61,61,63,70,"174cm | 5'9""",1,369
Maikel Mesa Piñero,66,"CDM,CM,CAM",Normal,300,3,3,M \ M,70,65,64,68,62,76,"186cm | 6'1""",1,405
Mads Lauritsen,66,CB,Normal,350,2,2,M \ M,46,42,49,47,67,74,"195cm | 6'5""",0,325
Kevin Mensah,66,"LB,RB,LWB",Normal,300,3,4,H \ H,77,58,59,68,58,72,"171cm | 5'7""",1,392
Grønning,66,CDM,Normal,300,2,3,M \ H,34,51,54,56,65,74,"182cm | 6'0""",1,334
Jason McCarthy,66,"RB,RWB",Normal,300,2,3,M \ M,69,53,59,62,62,76,"186cm | 6'1""",2,381
Ivan Näsberg,66,CB,Normal,300,2,2,M \ M,65,35,52,55,65,74,"187cm | 6'2""",2,346
Jean Zimmer,66,"RM,RWB,RB,RW",Normal,300,2,3,M \ H,80,59,61,68,59,66,"171cm | 5'7""",2,393
Cameron Burgess,66,CB,Normal,300,2,3,H \ M,46,37,47,47,65,78,"194cm | 6'4""",1,320
Matthew Pennington,66,CB,Normal,300,2,3,H \ M,65,33,54,52,66,73,"185cm | 6'1""",2,343
Juan Kaprof,66,"ST,CAM,CF",Normal,700,4,2,H \ M,78,64,59,68,32,66,"169cm | 5'7""",0,367
Vincent Vermeij,66,"ST,CF",Normal,350,2,3,M \ H,41,67,55,56,31,74,"196cm | 6'5""",2,324
Manuel Perez,66,"CDM,CM",Normal,300,3,3,M \ M,72,52,63,65,62,73,"182cm | 6'0""",-1,387
Xinli Peng,66,"CM,CDM",Normal,350,3,3,M \ M,78,62,65,68,63,66,"177cm | 5'10""",0,402
Emmanuel Boateng,66,"LM,RM,LW",Normal,350,3,2,H \ M,90,61,60,67,41,63,"168cm | 5'6""",4,382
Jonathan Zacaría,66,"LW,CM,LM",Normal,4K,3,2,H \ L,70,64,66,69,51,56,"172cm | 5'8""",0,376
Sascha Mockenhaupt,66,CB,Normal,400,2,2,H \ M,82,28,41,50,65,78,"187cm | 6'2""",9,344
Reece Brown,66,"CM,CDM",Normal,300,3,4,H \ M,80,62,65,69,59,66,"175cm | 5'9""",3,401
Fred Friday,66,"ST,CF",Normal,3.5K,3,4,M \ L,75,65,49,65,27,73,"187cm | 6'2""",11,354
Oumar Diakhité,66,CB,Normal,300,2,2,L \ M,71,40,45,49,65,77,"190cm | 6'3""",1,347
Ebenezer Assifuah,66,"ST,RM,CF",Normal,9.9K,3,5,M \ M,91,63,56,67,29,71,"176cm | 5'9""",3,377
Damien Dussaut,66,"RB,RWB,LB",Normal,400,2,3,M \ H,67,50,63,62,63,68,"184cm | 6'0""",0,373
Dimitri Cavaré,66,"RB,RWB",Normal,350,3,2,M \ M,69,52,60,62,64,79,"185cm | 6'1""",3,386
Dominik Hładun,66,GK,Normal,300,1,3,M \ M,69,65,65,67,34,64,"190cm | 6'3""",-1,364
Gaëtan Paquiez,66,"RB,RWB,CB,LB",Normal,300,2,3,M \ M,69,45,59,61,63,71,"182cm | 6'0""",1,368
Dion Charles,66,"ST,CF",Normal,300,2,4,H \ H,79,65,58,65,40,76,"177cm | 5'10""",1,383
Rodrigo Ramallo,66,"LM,ST,LW",Libertadores,1.5K,3,3,H \ M,74,68,58,66,40,69,"178cm | 5'10""",2,375
Franco Leys,66,"CDM,CM",Normal,500,2,2,M \ M,64,50,59,62,65,65,"177cm | 5'10""",-1,365
Malcolm Cacutalua,66,"CB,RB",Normal,300,2,3,M \ M,66,41,47,48,68,65,"188cm | 6'2""",1,335
Valmir Sulejmani,66,"ST,CF,LW",Normal,300,3,4,H \ M,66,66,56,64,39,71,"185cm | 6'1""",0,362
Anas Tahiri,66,"CM,CDM,CAM",Normal,800,3,3,M \ M,73,58,69,71,51,54,"179cm | 5'10""",2,376
